DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
arroyo,Arroyo,https://dbdb.io/db/arroyo,https://dbdb.io/media/logos/arroyo.svg,,"Arroyo is a distributed stream processing engine written in Rust that executes stateful computations on data streams using SQL. It processes both bounded and unbounded data sources. The system targets workloads such as fraud detection, real-time business analytics, continuous ingestion into data warehouses or lakes, and machine learning feature generation.",Relational,SQL,,https://www.arroyo.dev/,https://www.arroyo.dev/,https://github.com/ArroyoSystems/arroyo,https://doc.arroyo.dev,https://doc.arroyo.dev,Arroyo Systems,US,2023,,"Commercial,Open Source",Rust,Rust,,,,"Apache v2,MIT License","Linux,macOS",https://www.arroyo.dev/blog,@ArroyoSystems,,,,,,,,,Consistent,,,,,,,,,,,,,,,,Iceberg,"Cloudflare, Inc.",,,,,Relational,Y,ArroyoSystems/arroyo,ArroyoSystems,arroyo,Y
asami,Asami,https://dbdb.io/db/asami,,,Asami is a graph-oriented DBMS written in Clojure.,Graph,Custom API,Shared-Everything,https://github.com/quoll/asami,https://github.com/quoll/asami,https://github.com/quoll/asami,https://github.com/quoll/asami/wiki,https://github.com/quoll/asami/wiki,,US,2018,2024,"Hobby,Open Source",Clojure,Clojure,,,,Eclipse Public License,All OS with Java VM,,@quoll,,,,,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,,,,Datomic,,,,,,,,Graph,Y,quoll/asami,quoll,asami,Y
assassin,Assassin,https://dbdb.io/db/assassin,https://dbdb.io/media/logos/assassin.svg,,Assassin is a decentralized key-value DBMS written in JavaScript. It uses a peer-to-peer protocol to replicate data across multiple machines. It stores its meta-data catalog on top of the Hyperdrive distributed filesystem.,Key-Value,Custom API,Shared-Nothing,https://assassin-demo.surge.sh,https://assassin-demo.surge.sh,https://github.com/genderev/assassin,,,Ender Minyard,US,2020,2020,Open Source,JavaScript,JavaScript,JavaScript,JavaScript,,MIT License,,,,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),Not Supported,,,AVL-Tree,Read Uncommitted,,,,,,,,,,GUN,,,,,,,,Key-value,Y,genderev/assassin,genderev,assassin,Y
asterixdb,AsterixDB,https://dbdb.io/db/asterixdb,https://dbdb.io/media/logos/asterixdb.svg,,"AsterixDB is a parallel OLAP DBMS for shared-disk storage. It has its own semi-structured data model similar to JSON/XML, as well as a custom query interface (SQL++) that incorporates much of SQL’s original functionality with new features. It partitions its data based on hashing and has a custom query execution engine, Apache Hyracks, to ensure that query plans take advantage of this partitioning and parallelize as much as possible.",Document / XML,Custom API,Shared-Nothing,https://asterixdb.apache.org,https://asterixdb.apache.org,https://github.com/apache/asterixdb,https://ci2.apache.org/projects/asterixdb/index.html,https://ci2.apache.org/projects/asterixdb/index.html,,US,2009,,"Academic,Open Source",Java,Java,,,,Apache v2,All OS with Java VM,,@AsterixDB,,,"Claude,Copilot,Gemini",,,Naïve (Record-Level),Disk-oriented,N-ary Storage Model (Row/Record),,"Two-Phase Locking (Deadlock Prevention),Two-Phase Locking (Deadlock Detection)",,"B+Tree,R-Tree,Inverted Index (Full Text),Log-Structured Merge Tree",,"Nested Loop Join,Hash Join,Broadcast Join,Index Nested Loop Join",Logical Logging,,,Supported,Not Supported,,,Log-structured,,,,,,,Apache Software Foundation,,Document,Y,apache/asterixdb,apache,asterixdb,Y
atlas,Atlas,https://dbdb.io/db/atlas,https://dbdb.io/media/logos/netflix_atlas.png.40x40_q85.png,,Atlas is a dimensional time series data database management system for near real-time operational analytics.,,Custom API,,https://github.com/Netflix/atlas,https://github.com/Netflix/atlas,https://github.com/Netflix/atlas,https://github.com/Netflix/atlas/wiki,https://github.com/Netflix/atlas/wiki,"Netflix, Inc.",US,2014,,Open Source,Scala,Scala,,,,,,,,,,Claude,,,"Atlas has 2 types of data 1) Tags - Although there is no compression done in memory for tags, string, and set deduplication is done to avoid redundancy. The older data is stored in S3 which is compressed. 2) Time series values - These are stored in a specific block format which may be compressed based on the data.",In-Memory,,,,Not Supported,Inverted Index (Full Text),,Not Supported,Not Supported,,,Not Supported,,,,,,,,,,,,,,Y,Netflix/atlas,Netflix,atlas,Y
averagedb,AverageDB,https://dbdb.io/db/averagedb,https://dbdb.io/media/logos/averagedb.png.40x40_q85.png,,AverageDB (AvgDB) is a serverless document-oriented DBMS. It is a parody DBMS that does not actually store data.,Document / XML,HTTP / REST,,https://averagedatabase.com,https://averagedatabase.com,https://github.com/joswayski/averagedatabase,https://averagedatabase.com/docs,https://averagedatabase.com/docs,Average Labs,US,2024,,"Hobby,Open Source",TypeScript,TypeScript,,,,Apache v2,Hosted,,@AvgDatabaseCEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,joswayski/averagedatabase,joswayski,averagedatabase,Y
aviondb,AvionDB,https://dbdb.io/db/aviondb,https://dbdb.io/media/logos/aviondb.svg,,AvionDB is decentralized document DBMS built on top of IPFS . It uses OrbitDB for its database storage at each node.,Document / XML,Custom API,Shared-Nothing,https://github.com/aviondb/aviondb,https://github.com/aviondb/aviondb,https://github.com/aviondb/aviondb,https://github.com/aviondb/aviondb-specs,https://github.com/aviondb/aviondb-specs,DappKit,"IN,US",2020,2020,"Commercial,Open Source",JavaScript,JavaScript,,,OrbitDB,MIT License,,,@aviondb,,,,,,,,,,,,,,,,,,,,,,,,,,,MongoDB,IpfsDB,,,Document,Y,aviondb/aviondb,aviondb,aviondb,Y
awadb,AwaDB,https://dbdb.io/db/awadb,https://dbdb.io/media/logos/awadb.png.40x40_q85.png,,AwaDB is a vector DBMS written in C++ that supports nearest-neighbor search.,"Document / XML,Vector",Custom API,,https://github.com/awa-ai/awadb,https://github.com/awa-ai/awadb,https://github.com/awa-ai/awadb,https://github.com/awa-ai/awadb/tree/main/docs,https://github.com/awa-ai/awadb/tree/main/docs,,CN,2023,2024,Open Source,C++,C++,Python,Python,,Apache v2,,,,,,,,,,,,,,,Hierarchical Navigable Small World (HNSW),,,,,,,,Vearch,,,,,,,,,,,"Document,Vector",Y,awa-ai/awadb,awa-ai,awadb,Y
axion,Axion,https://dbdb.io/db/axion,https://dbdb.io/media/logos/axion.png.40x40_q85.png,,Axion is a relational database system supporting SQL and JDBC written in and for the Java programming language.,Relational,SQL,Embedded,http://axion.tigris.org,http://axion.tigris.org,http://axion.tigris.org/source/browse/axion,http://axion.tigris.org/using.html,http://axion.tigris.org/using.html,,US,2002,2007,Open Source,Java,Java,Java,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relational,,,,,Y
babudb,BabuDB,https://dbdb.io/db/babudb,https://dbdb.io/media/logos/babudb.png.40x40_q85.png,,BabuDB is an embedded key-value DBMS based on log-structured merge trees. There are two implementations of the core system (one in Java and one in C++).,Key-Value,Custom API,Embedded,https://www.zib.de/research/projects/babudb-embedded-key-value-store,https://www.zib.de/research/projects/babudb-embedded-key-value-store,https://github.com/xtreemfs/babudb,,,Zuse Institute Berlin,DE,2008,2022,"Academic,Open Source","C++,Java","C++,Java","C++,Java","C++,Java",,,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,,,Log-structured,,,Custom,,,,,,Key-value,Y,xtreemfs/babudb,xtreemfs,babudb,Y
badgerdb,BadgerDB,https://dbdb.io/db/badgerdb,https://dbdb.io/media/logos/badgerdb.png.40x40_q85.png,,"Badger started as a key-value store, so the goal was to use the latest research to build a key-value store. It uses a log-structured merge (LSM) tree based implementation, which has an advantage in throughput when compared to B+ tree since background (disk) writes in LSM maintain a sequential access pattern.",Key-Value,Custom API,Embedded,https://github.com/dgraph-io/badger,https://github.com/dgraph-io/badger,https://github.com/dgraph-io/badger,https://godoc.org/github.com/dgraph-io/badger,https://godoc.org/github.com/dgraph-io/badger,"Dgraph Labs, Inc.",US,2017,,Open Source,Go,Go,,,,Apache v2,"iOS,Linux,Windows",,,,,Claude,,,Delta Encoding,"Disk-oriented,In-Memory",N-ary Storage Model (Row/Record),Non-Blocking,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Prevention)",,Log-Structured Merge Tree,"Serializable,Snapshot Isolation",,Physical Logging,,"Tuple-at-a-Time Model,Vectorized Model",Not Supported,Not Supported,DGraph,,"Log-structured,Sorted Files",RocksDB,,,,DGraph,,,,Key-value,Y,dgraph-io/badger,dgraph-io,badger,Y
bagri,Bagri,https://dbdb.io/db/bagri,https://dbdb.io/media/logos/bagridb.png.40x40_q85.png,,"Bagri is a document-oriented DBMS designed to run on top of a distributed cache (e.g., Hazelcast, Coherence).",Document / XML,,,http://www.bagridb.com/,http://www.bagridb.com/,https://github.com/dsukhoroslov/bagri,,,,RU,2014,2019,Open Source,Java,Java,,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,"Coherence,Hazelcast",,,,,,,,,,,Document,Y,dsukhoroslov/bagri,dsukhoroslov,bagri,Y
baikaldb,BaikalDB,https://dbdb.io/db/baikaldb,https://dbdb.io/media/logos/baikaldb.png.40x40_q85.png,,BaikalDB is a distributed OLTP database system created by Baidu.,Relational,SQL,Shared-Nothing,http://baikaldb.com,http://baikaldb.com,https://github.com/baidu/BaikalDB,https://github.com/baidu/BaikalDB/tree/master/docs,https://github.com/baidu/BaikalDB/tree/master/docs,"Baidu, Inc.",CN,2018,,Open Source,C++,C++,,,RocksDB,Apache v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,,,Log-structured,,,,,MySQL,,,,Relational,Y,baidu/BaikalDB,baidu,BaikalDB,Y
bangdb,BangDB,https://dbdb.io/db/bangdb,https://dbdb.io/media/logos/bangdb.svg,,"BangDB is a NoSQL DBMS designed for real-time data processing. The DBMS supports structured, semi-structured, and unstructured data, and includes support for multi-model data management with capabilities for key-value, document, and graph storage.",Key-Value,Custom API,"Shared-Everything,Embedded",https://bangdb.com/,https://bangdb.com/,https://github.com/sachin-sinha/BangDB,https://docs.bangdb.com,https://docs.bangdb.com,IQLECT,IN,2015,,"Commercial,Open Source",C,C,,,,BSD License,"Hosted,Linux",,@IQLECT,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,Custom,,,,,,Key-value,Y,sachin-sinha/BangDB,sachin-sinha,BangDB,Y
baradb,BaraDB,https://dbdb.io/db/baradb,https://dbdb.io/media/logos/baradb_dBx4jl5.png.40x40_q85.png,,BaraDB is an experimental multi-model database engine written in Nim.,"Column Family / Wide-Column,Document / XML,Graph",,,https://github.com/katehonz/barabaDB,https://github.com/katehonz/barabaDB,https://github.com/katehonz/barabaDB,,,,BG,2026,,Open Source,Nim,Nim,,,,BSD License,,,,,,Claude,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wide column,Document,Graph",Y,katehonz/barabaDB,katehonz,barabaDB,Y
barrel-db,Barrel DB,https://dbdb.io/db/barrel-db,https://dbdb.io/media/logos/barrel-db-docdb.svg,,,"Document / XML,Vector","HTTP / REST,Model Context Protocol",,https://barrel-db.eu/,https://barrel-db.eu/,https://github.com/barrel-db/barrel,https://docs.barrel-db.eu,https://docs.barrel-db.eu,Enki Bridge,FR,2025,,"Commercial,Open Source",Erlang,Erlang,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Document,Vector",Y,barrel-db/barrel,barrel-db,barrel,Y
basex,BaseX,https://dbdb.io/db/basex,https://dbdb.io/media/logos/basex.svg,,BaseX is a light-weight XML database management system and XQuery processor.,Document / XML,XQuery,,http://basex.org,http://basex.org,https://github.com/BaseXdb/basex,https://docs.basex.org/wiki/Main_Page,https://docs.basex.org/wiki/Main_Page,University of Konstanz,DE,2007,,"Academic,Open Source",Java,Java,,,,BSD License,,,,https://en.wikipedia.org/wiki/BaseX,https://en.wikipedia.org/wiki/BaseX,Copilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,BaseXdb/basex,BaseXdb,basex,Y
bayesdb,BayesDB,https://dbdb.io/db/bayesdb,https://dbdb.io/media/logos/bayesdb.png.40x40_q85.png,,BayesDB is a probabilistic programming platform that provides built-in non-parametric Bayesian model discovery.,,,,https://probcomp.csail.mit.edu/software/bayesdb,https://probcomp.csail.mit.edu/software/bayesdb,https://github.com/probcomp/bayeslite,,,Massachusetts Institute of Technology,US,2015,2020,"Academic,Open Source",Python,Python,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,probcomp/bayeslite,probcomp,bayeslite,Y
bbolt,bbolt,https://dbdb.io/db/bbolt,,,bbolt is a fork of the abandoned BoltDB project. The authors are maintaining the system with performance enhancements and additional features not found in the original BoltDB system.,Key-Value,Custom API,Embedded,https://go.etcd.io/bbolt,https://go.etcd.io/bbolt,https://github.com/etcd-io/bbolt,,,CoreOS,US,2017,,Open Source,Go,Go,,,,MIT License,,,,,,,,,,Hybrid,Custom,Not Supported,Multi-version Concurrency Control (MVCC),Not Supported,B+Tree,Serializable,Not Supported,Not Supported,,,,Virtual Views,BoltDB,,Copy-on-Write / Shadow Paging,,,,,BoltDB,,,,Key-value,Y,etcd-io/bbolt,etcd-io,bbolt,Y
bboxdb,BBoxDB,https://dbdb.io/db/bboxdb,https://dbdb.io/media/logos/bboxdb.png.40x40_q85.png,,"BBoxDB is a distributed DBMS that supports bounding box queries on multi-dimensional data.The system introduces a key-bounding-box-value storage model, supports dynamic sharding based on actual data distribution, enables co-partitioned table storage for efficient spatial joins without inter-node data shuffling, and includes extensions for continuous query processing over multi-dimensional data streams.",Array / Matrix,"Custom API,Command-line / Shell",Shared-Nothing,https://bboxdb.org,https://bboxdb.org,https://github.com/jnidzwetzki/bboxdb,https://jnidzwetzki.github.io/bboxdb/,https://jnidzwetzki.github.io/bboxdb/,Jan Nidzwetzki,DE,2015,,"Hobby,Open Source",Java,Java,,,Zookeeper,Apache v2,All OS with Java VM,,@BBoxDB,,,Copilot,,,,,Custom,,,,,,,,,,,,,,,,,,,,,,,Array,Y,jnidzwetzki/bboxdb,jnidzwetzki,bboxdb,Y
beagle-sql,Beagle SQL,https://dbdb.io/db/beagle-sql,https://dbdb.io/media/logos/beaglesql.png.40x40_q85.png,,Beagle SQL was an object-relational DBMS from the 1990s.,Relational,SQL,Shared-Everything,http://www.beaglesql.org,http://www.beaglesql.org,https://github.com/jonahharris/osdb-beaglesql,http://www.beaglesql.org/docs,http://www.beaglesql.org/docs,,US,1996,1999,Open Source,C++,C++,SQL,SQL,,,,,,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Relational,Y,jonahharris/osdb-beaglesql,jonahharris,osdb-beaglesql,Y
bedrock,Bedrock,https://dbdb.io/db/bedrock,https://dbdb.io/media/logos/bedrock.svg,,Bedrock is a distributed relational DBMS built on top of SQLite. It is a distributed relational database management system designed for geo-replication. It was initially made for (and is owned by) Expensify. Its storage is based on a distributed ledger.,Relational,"SQL,Command-line / Shell","Shared-Disk,Embedded",https://bedrockdb.com/,https://bedrockdb.com/,https://github.com/Expensify/Bedrock,https://github.com/Expensify/Bedrock/tree/master/docs,https://github.com/Expensify/Bedrock/tree/master/docs,"Expensify, Inc.",US,2016,,Open Source,C++,C++,C++,C++,SQLite,LGPL v3,"Linux,macOS",,,,,"Claude,Cursor",,,Bit Packing / Mostly Encoding,Disk-oriented,N-ary Storage Model (Row/Record),"Non-Blocking,Blocking","Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Prevention),Two-Phase Locking (Deadlock Detection)",Supported,B+Tree,"Read Uncommitted,Serializable,Snapshot Isolation","Nested Loop Join,Sort-Merge Join",Physical Logging,Code Generation,Tuple-at-a-Time Model,Supported,Virtual Views,,,,SQLite,,,,MySQL,,,,Relational,Y,Expensify/Bedrock,Expensify,Bedrock,Y
bemidb,BemiDB,https://dbdb.io/db/bemidb,https://dbdb.io/media/logos/bemidb.svg,,"BemiDB is an open-source analytical database and data integration platform designed as an alternative to Snowflake and Fivetran. It synchronizes data from various sources into a compressed columnar format stored in object storage (S3) and provides a PostgreSQL-compatible query engine for running analytical workloads. The project aims to simplify data pipelines by eliminating the need for separate ETL tools and cloud data warehouses, offering deployment via Docker with stateless processes and separation of compute and storage.",Relational,SQL,,https://bemi.io/,https://bemi.io/,https://github.com/BemiHQ/BemiDB,https://docs.bemi.io,https://docs.bemi.io,"Bemi Technologies, Inc.",US,2024,,"Commercial,Open Source",Go,Go,,,,,"Hosted,Linux",https://blog.bemi.io,,,,,,,,,Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,,,,,,,Relational,Y,BemiHQ/BemiDB,BemiHQ,BemiDB,Y
bergdb,BergDB,https://dbdb.io/db/bergdb,https://dbdb.io/media/logos/bergdb.png.40x40_q85.png,,"BergDB is an embedded, document-oriented, schemaless, NoSQL DBMS for Java and .NET applications.",Document / XML,,Embedded,http://bergdb.com,http://bergdb.com,http://bergdb.com/releases.html,,,Frans Lundberg,SE,2013,,Open Source,Java,Java,,,,AGPL v3,,,@franslundberg,,,,,,,,,,,,,Serializable,,,,,,,,,,,,,,,KissDB,,,Document,,,,,Y
beringei,Beringei,https://dbdb.io/db/beringei,https://dbdb.io/media/logos/beringei.png.40x40_q85.png,,"Beringei is an embedded in-memory storage engine for time series data developed by Facebook. It was developed by Facebook to handle the growing scale of their system health monitoring data, as they needed a faster solution to storing constant stream of time series data, as well as a fast way to query this data.",Key-Value,Custom API,Shared-Nothing,https://engineering.fb.com/2017/02/03/core-infra/beringei-a-high-performance-time-series-storage-engine/,https://engineering.fb.com/2017/02/03/core-infra/beringei-a-high-performance-time-series-storage-engine/,https://github.com/facebookarchive/beringei,http://www.vldb.org/pvldb/vol8/p1816-teller.pdf,http://www.vldb.org/pvldb/vol8/p1816-teller.pdf,Meta Platforms Inc,US,2015,2017,Open Source,C++,C++,C++,C++,,BSD License,Linux,,,,,,,,Delta Encoding,In-Memory,N-ary Storage Model (Row/Record),Blocking,Deterministic Concurrency Control,,,,,Logical Logging,,,,,PI,,"Beringei manages the time series monitoring data that passes through it by sharding the data with unique string keys, and then mapping each dataset to a single host.",,,,,,Gorilla,,,Key-value,Y,facebookarchive/beringei,facebookarchive,beringei,Y
