Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Twitter,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Wikipedia,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name
traildb,TrailDB,"TrailDB is a portable C library that allows querying a series of relative events. It is used to group the existing relative events in a time-series format and produce an immutable database with high compression rate. It is designed as a complement to current existing relational databases or key-value stores and targeted for OLAP workload such as analyzing usage patterns, predicting user behavior, and detecting anomalies. One key design feature is that the database is immutable once produced. This immutability feature enables data compression. TrailDB leverages relativity among time-series events to achieve high compression. These two key features allow TrailDB to achieve good performance in OLAP workload.",Relational,Custom API,Embedded,http://traildb.io/,https://github.com/traildb/traildb,http://traildb.io/docs,AdRoll Inc.,US,2014.0,,"Commercial,Open Source",C,"C,D,Go,Haskell,Python,R",,MIT,,,,,,,,,,,,,,Vectorized Model,,,,,,,,,,,
treodedb,TreodeDB,TreodeDB is a distributed key-value store that provides atomic multi-row writes.,Key/Value,,,http://www.treode.com,https://github.com/Treode/store,http://treode.github.io/,"Treode, Inc.",US,2012.0,,"Commercial,Open Source",Scala,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
trino,Trino,Trino is a distributed SQL query engine designed to run on disparate storage systems.,,SQL,Shared-Disk,https://trino.io/,https://github.com/trinodb/trino,https://trino.io/docs/current/,Trino Software Foundation,US,2019.0,,Open Source,Java,,,Apache v2,,@trinodb,,,,,,,,,,,,,,,,,,,,,,,
trousseau,Trousseau,Trousseau is an encrypted key-value store engine that stores the database in a single file,Key/Value,Command-line / Shell,Shared-Everything,https://github.com/oleiade/trousseau,https://github.com/oleiade/trousseau,https://github.com/oleiade/trousseau/blob/master/README.md,Théo Crevon,DE,2013.0,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
ts-sql,ts-sql,ts-sql is simple relational DBMS supporting SQL written in TypeScript.,Relational,SQL,Embedded,https://github.com/codemix/ts-sql,https://github.com/codemix/ts-sql,,Charles Pick,GB,2020.0,,"Hobby,Open Source",TypeScript,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,
twig,Twig,Object Datastore for Google App Engine.,Object-Oriented,,,https://code.google.com/archive/p/twig-persist/,https://code.google.com/archive/p/twig-persist/source/default/source,,John Patterson,US,2009.0,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
typedb,TypeDB,"TypeDB is a strongly-typed database with a rich and logical type system. TypeDB empowers you to tackle complex problems, and TypeQL is its query language.","Graph,Entity-Relationship",Custom API,,https://vaticle.com/typedb,https://github.com/vaticle/typedb,https://docs.vaticle.com,Vaticle,GB,2016.0,,"Commercial,Open Source",,"Java,JavaScript,Python",,AGPL v3,,@VaticleHQ,,,,,,,,,,,,,,,,,,,,,,,
typhoon,Typhoon,Typhoon is a freely available relational database management system for the UNIX and OS/2 environments.,Relational,,,https://web.archive.org/web/19990224055253/http://www.belle.dk:80/~tbp/,https://github.com/jonahharris/osdb-typhoon,,"Thomas B. Pedersen, Kaz Kylheku",DK,1996.0,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
unqlite,UnQLite,UnQLite is an embedded NoSQL (Key/Value store and Document-store) database engine.,"Key/Value,Document / XML",,,https://unqlite.org/,https://github.com/symisc/unqlite,,Symisc Systems,TN,,,"Commercial,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upscaledb,upscaledb,,,,,https://upscaledb.com,https://github.com/cruppstahl/upscaledb,,Christoph Rupp,DE,2007.0,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
vanilladb,VanillaDB,"VanillaDB is a single node, multi-threaded relational database engine that partially supports the SQL-92 standard.",Multi-Value,,,http://www.vanilladb.org/,https://github.com/vanilladb/vanillacore,,National Tsing Hua University,TW,2016.0,,"Academic,Open Source",,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,,,
vectorsql,VectorSQL,VectorSQL is an analytics DBMS designed for IoT data.,Relational,,,https://github.com/vectorengine/vectorsql,https://github.com/vectorengine/vectorsql,,Bohu Tang,CN,2020.0,,"Hobby,Open Source",,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,,,
velox,Velox,"Velox is a,reusable vectorized database execution engine,. It can be used to build compute engines focused on analytical workloads, including batch (,Spark,Presto,), interactive (,PyVelox,), stream, log processing, and AI/ML. Unlike a complete database, Velox,cannot be used directly by end-users,. Rather, it is designed to be a general-purpose component to handle execution that database developers can use in their systems.",Relational,,,https://velox-lib.io/,https://github.com/facebookincubator/velox,,Meta,US,2020.0,,"Industrial Research,Open Source",,,,Apache v2,"Linux,OS X",,,,,,,,,,,,,,,,,,,,,,,,
veloxdb,VeloxDB,VeloxDB is an in-memory object-oriented DBMS.,Object-Oriented,,,https://www.vlxdb.com/,https://github.com/VeloxDB/VeloxDB,,VeloxDB,RS,2022.0,,"Commercial,Open Source",,,,MIT,"Linux,Windows",,,,,,,,,,,,,,,,,,,,,,,,
vertexdb,VertexDB,,Graph,,,http://www.dekorte.com/projects/opensource/vertexdb/,https://github.com/stevedekorte/vertexdb,,"Steve Dekorte, Rich Collins",US,,,"Hobby,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vespa,Vespa,Vespa is a document-oriented search engine that supports a SQL dialect (YQL).,Document / XML,,,https://vespa.ai/,https://github.com/vespa-engine/vespa,,Yahoo!,NO,1997.0,,Open Source,,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,,,
victoriametrics,VictoriaMetrics,VictoriaMetrics is time series database management system that is designed as a storage back-end for Prometheus.,Column Family,,,https://victoriametrics.com,https://github.com/VictoriaMetrics/VictoriaMetrics,,VictoriaMetrics,UA,2018.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
vitess,Vitess,Vitess is a middleware layer for scaling out MySQL.,Relational,,,https://vitess.io/,https://github.com/vitessio/vitess,,Youtube,US,2011.0,,Open Source,,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,,,
viyadb,ViyaDB,ViyaDB is an in-memory columnar analytical data store.,,,,https://viyadb.com/,https://github.com/viyadb/viyadb,,Michael Spector,IL,2017.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
voldemort,Voldemort,Voldemort is a distributed key-value DBMS created by LinkedIn.,Key/Value,,,http://project-voldemort.com/,https://github.com/voldemort/voldemort,,LinkedIn,US,2009.0,2017.0,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
voltdb,VoltDB,VoltDB is a commercial in-memory DBMS that is scalable and ACID-compliant. VoltDB is designed to be a NewSQL relational database to work with mainly OLTP queries. It is designed to be a distributed database with sharding and data replication. It has both a commercial version and an open-source community version.,Relational,,,https://www.voltdb.com/,https://github.com/VoltDB/voltdb,,VoltDB,US,2009.0,,"Commercial,Open Source",,,,"GPL v3,VoltDB Proprietary License",Linux,,,,,,,,,,,,,,,,,,,,,,,,
vsql,vsql,vsql is a single-file SQL database written in the V programming language with no external dependencies.,Relational,,,https://github.com/elliotchance/vsql,https://github.com/elliotchance/vsql,,Elliot Chance,US,2021.0,,"Hobby,Open Source",,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
vyhodb,vyhodb,vyhodb is a network-model DBMS written in Java that supports serializable transactions.,Network,,,http://www.vyhodb.com/,http://www.vyhodb.com/doku.php?id=download,,Igor Vykhodtsev,RU,2012.0,,"Hobby,Open Source",,,,Microsoft Reference Source License,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,,,
warp-10,Warp 10,"Warp 10 is an open-source time series DBMS to collect, store and analyze sensors and time series data. It uses a proprietary analysis languages, WarpScript and FLoWS. This environment makes it possible in particular to perform statistics, extraction of characteristics for training models, filtering and cleaning of data, detection of patterns and anomalies, synchronization or even forecasts.",,,,https://warp10.io/,https://github.com/senx/warp10-platform,,SenX S.A.S.,FR,2013.0,,"Commercial,Open Source",,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,,,
weaviate,Weaviate,Weaviate is a vector DBMS that uses a custom query interface.,Array / Matrix / Vector,,,https://www.semi.technology/products/weaviate/index.html,https://github.com/semi-technologies/weaviate,,SeMI Technologies,NL,2016.0,,"Commercial,Open Source",,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
webscalesql,WebScaleSQL,,,,,http://webscalesql.org,https://github.com/webscalesql/webscalesql-5.6,,"Facebook, Google, LinkedIn, Twitter, Alibaba Group","US,CN",2014.0,2016.0,Open Source,,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
whitedb,WhiteDB,In-memory tuple store aiming to be fast and easy to use in embedded systems. Future goal is to integrate an inference engine for rule-based reasoning.,Network,,,http://whitedb.org/,https://github.com/priitj/whitedb,,"Priit Järv, Tanel Tammet",EE,2008.0,,"Hobby,Open Source",,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
wiredtiger,WiredTiger,"WiredTiger is an open-source key/value storage engine for NoSQL databases and is currently the default storage engine for MongoDB. WiredTiger supports both B-tree and log-structured merge tree for data storage. It also supports both row store and column store. WiredTiger employs multi-version concurrency control for better scalability on multi-core architectures and supports several standard isolation levels. Though WiredTiger is often considered as a storage engine, it also has some basic schema support where schemas are provided by users at runtime. WiredTiger is developed in C and provides Java/Python language bindings. It has a set of APIs that is compatible with LevelDB.",Key/Value,,,http://wiredtiger.com/,https://github.com/wiredtiger/wiredtiger,,WiredTiger Inc.,"US,AU",2008.0,,"Commercial,Open Source",,,,"GPL v2,GPL v3","Linux,Windows",,,,,,,,,,,,,,,,,,,,,,,,
wonderdb,WonderDB,WonderDB is a transactional single-node DBMS written in Java.,Relational,SQL,Shared-Everything,http://wonderdb.org/,https://github.com/dreamdbvilas/wonderdb,http://wonderdb.org/?portfolio=high-level-architecture-2,Vilas Athavale,US,2013.0,,"Hobby,Open Source",Java,,,,,@wonderdbvilas,,Disk-oriented,N-ary Storage Model (Row/Record),,,,"B+Tree,Hash Table",,,Physical Logging,,,,,,,,,,,,,
xap,XAP,"XAP is a distributed in-memory data grid that supports the ability to conduct millions of transactions per second. This is due to the fact that there is virtually no transaction delay between physical I/O so XAP can be applied to distributed applications ranging from financial services to retail. XAP has 3 tiers to its services: Open source, Premium, and Enterprise. The open source edition supports data partitioning, event processing, and distributed execution. It also supports full transactionality by maintaining full ACID compliance.",Key/Value,"Custom API,SQL",Shared-Nothing,https://xap.github.io/,https://github.com/xap/xap,https://docs.gigaspaces.com/,GigaSpaces,US,2000.0,,"Commercial,Open Source",Java,"C++,Java,Scala",,Apache v2,All OS with Java VM,@GigaSpaces,,In-Memory,Custom,"Non-Blocking,Blocking","Optimistic Concurrency Control (OCC),Two-Phase Locking (Deadlock Detection)",,R-Tree,"Read Uncommitted,Read Committed,Repeatable Read",Not Supported,Physical Logging,,,,,,,,,,,,,
xapian,Xapian,Xapian is an open-source search engine that supports full-text queries.,Document / XML,Custom API,Embedded,http://xapian.org/,https://git.xapian.org/xapian,https://xapian.org/docs/,BrightStation,GB,2001.0,,"Commercial,Open Source",C++,"C#,Erlang,Java,JavaScript,Lua,PHP,Python,R,Ruby,Tcl",,GPL v2,,@xapian,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Xapian,,,,,,,
xodus,Xodus,Xodus is a transactional schema-less embedded DBMS that is written in Java.,Document / XML,,Embedded,https://github.com/JetBrains/xodus,https://github.com/JetBrains/xodus,https://github.com/JetBrains/xodus/wiki,JetBrains,RU,2014.0,,Open Source,"Java,Kotlin",Java,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
xtdb,XTDB,"XTDB is an bitemporal document DBMS that uses Apache Kafka for the primary storage of transactions and documents, and RocksDB or LMDB to host indexes for rich query support. Its bitemporal support allows the system to store and query data on two different factors, valid time and system time. XTDB does not enforce any schema for the documents it stores. It supports a Datalog query interface for reading data and traversing relationships across all documents, where queries are executed so that the results are lazily streamed. Additionally, even though the main transaction log is immutable, XTDB still supports the eviction of active as well as historical data.",Document / XML,"SQL,Datalog",Shared-Disk,https://xtdb.com/,https://github.com/xtdb/xtdb,https://xtdb.com/docs/,JUXT,GB,2018.0,,"Commercial,Open Source",Clojure,"Clojure,Java",,MIT,,@xtdb_com,,Disk-oriented,N-ary Storage Model (Row/Record),,,,"B+Tree,Hash Table",,"Nested Loop Join,Sort-Merge Join",Logical Logging,,Tuple-at-a-Time Model,,,,,Log-structured,,,,,,
ydb,YDB,YDB (Yandex Database) is a distributed NewSQL relational DBMS based on Postgres.,Relational,"SQL,HTTP / REST",Shared-Disk,https://ydb.tech/,https://github.com/ydb-platform/ydb,https://ydb.tech/en/docs/,Yandex,RU,,,"Commercial,Open Source",C++,,,Apache v2,"Hosted,Linux,OS X",@YDBPlatform,,Disk-oriented,,,,,,,,,,,,,,,,,,,,DynamoDB,
yottadb,YottaDB,YottaDB is a multi-process embedded NoSQL key-value DBMS.,Key/Value,Custom API,Embedded,https://yottadb.com/,https://github.com/YottaDB/YDB,https://yottadb.com/resources/documentation/,"YottaDB, LLC",US,2001.0,,"Commercial,Open Source",C,,,AGPL v3,,@YottaDB,,,,,Optimistic Concurrency Control (OCC),,,,,,,,,,,,,,,,,,
yugabytedb,YugabyteDB,"YugabyteDB is a high-performance transactional distributed SQL database for cloud-native and geo-distributed applications. YugabyteDB is consistent and partition tolerant. It supports distributed ACID transactions, auto-sharding, and auto-balancing. Besides PostgreSQL-compatible SQL API, it supports the Apache Cassandra Query Language (CQL). YugabyteDB uses a customized version of RocksDB, called DocDB, as its underlying distributed storage engine. DocDB is a log-structured merge-tree (LSM) based ""key to object/document"" store.","Relational,Key/Value","Custom API,PL/SQL",Shared-Nothing,https://www.yugabyte.com/,https://github.com/yugabyte/yugabyte-db,https://docs.yugabyte.com/latest/,"Yugabyte, Inc.",US,2016.0,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,JavaScript,Python",,Apache v2,"Linux,OS X",@Yugabyte,Dictionary Encoding,Disk-oriented,Custom,Consistent,"Multi-version Concurrency Control (MVCC),Optimistic Concurrency Control (OCC)",Supported,Log-Structured Merge Tree,"Read Committed,Serializable,Snapshot Isolation","Nested Loop Join,Hash Join,Sort-Merge Join",Command Logging,,,Supported,Virtual Views,"PostgreSQL,RocksDB",https://en.wikipedia.org/wiki/YugabyteDB,Log-structured,Cloud Spanner,,,,"Cassandra,PostgreSQL,Redis",
zerodb,ZeroDB,ZeroDB is an end-to-end encrypted DBMS.,Document / XML,Custom API,,http://www.zerodb.io/,https://github.com/zerodb/zerodb,https://docs.zerodb.com/,ZeroDB Inc.,US,2015.0,2017.0,"Commercial,Open Source",Python,Python,,AGPL v3,,@ZeroDB_,,,,,,,,,,,,,,,,,,,,,,,
zodb,ZODB,"The Zope Object Database (ZODB, ZopeDB) is an object-oriented DBMS library for storing Python objects. ZODB aims to provide a transparent way for Python programmers to make their data persistent. It is completely written by Python, and only provides Python API. It does not support other programming languages. ZODB stores data as objects, and the relationship between objects are automatically maintained by Python object references. As a result, ZODB allows programmers to manage data structures with complicate relationships. The storage layer of ZODB is pluggable, and there are three main implementations: ZEO, NEO, and RelStorage. ZEO is a single-server client-server framework using FileStorage as the backend; NEO extends ZEO to distributed-server client-server storage; RelStorage stores objects in a relational database backend, such as MySQL, PostgreSQL, and Oracle. ZODB uses aggressive caching. As a result, it is not suitable for tasks with heavy writes. Also, ZODB is mainly designed for mapping access through keys and attributes of objects, which means that it does not support queries containing joins and advanced search.",Object-Oriented,Custom API,Shared-Everything,http://www.zodb.org/,https://github.com/zopefoundation/ZODB,http://www.zodb.org/en/latest/reference/index.html,Zope Foundation,US,2002.0,,Open Source,Python,Python,,Zope Public License,,,Naïve (Page-Level),"Disk-oriented,In-Memory",,Not Supported,Multi-version Concurrency Control (MVCC),Not Supported,B+Tree,Snapshot Isolation,Not Supported,Not Supported,Not Supported,,Supported,Not Supported,,https://en.wikipedia.org/wiki/Zope_Object_Database,"Log-structured,Copy-on-Write / Shadow Paging",,,,,,
