Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Storage Architecture,Storage Model,Storage Organization,Stored Procedures,Views,Twitter,Inspired By,Compatible With,Wikipedia,Checkpoints,Compression,Former Name,Derived From,Storage Format
phoenix,Phoenix,Phoenix is a middleware layer that provides support for SQL-based OLTP workloads on top of HBase.,Relational,SQL,Shared-Disk,https://phoenix.apache.org/,https://git-wip-us.apache.org/repos/asf?p=phoenix.git,https://phoenix.apache.org/Phoenix-in-15-minutes-or-less.html,Salesforce,US,2014.0,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,@ApachePhoenix,,,,,,,,
photondb,PhotonDB,PhotonDB is an experimental key/value DBMS written in Rust.,Key/Value,,,https://photondb.io/,https://github.com/photondb/photondb,,Huachao Huang,CN,2022.0,,"Hobby,Open Source",Rust,,,Apache v2,,,,,,,,,,,,,,,@photondb,,,,,,,,
pickledb,pickleDB,pickleDB is a lightweight key-value DBMS written in Python. It writes data formatted as plain text JSON to a local file.,Document / XML,Custom API,Embedded,https://patx.github.io/pickledb/,https://github.com/patx/pickledb,https://pythonhosted.org/pickleDB/commands.html,Harrison Erd,US,2011.0,,"Hobby,Open Source",Python,,,BSD,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
picodb,PicoDB,"PicoDB is an in-memory, document-oriented (JSON) DBMS that runs in Node.js and browsers. It supports a custom API inspired by MongoDB.",Document / XML,,Embedded,https://github.com/jclo/picodb,https://github.com/jclo/picodb,,jclo,FR,2016.0,,Open Source,JavaScript,,,MIT,,,,,,,,,,In-Memory,,,,,,,,,,,,,
picosql,picoSQL,"picoSQL is a disk-oriented, relational DBMS that supports SQL.",Relational,SQL,Shared-Everything,http://www.picosoft.it/picosql/,http://www.picosoft.it/picosql/downloads.html,http://www.picosoft.it/picosql/doc/index.html,picoSoft,IT,1995.0,,"Commercial,Open Source",,,,GPL v2,"AIX,HP-UX,Linux",,,,,,,,,Disk-oriented,,,,,,,,,,,,,
pika,Pika,Pika is a C++ clone of Redis that uses RocksDB as its storage backend.,Key/Value,Custom API,Shared-Everything,https://github.com/Qihoo360/pika,https://github.com/Qihoo360/pika,https://github.com/Qihoo360/pika/wiki,Qihoo,CN,2014.0,,Open Source,C++,,,MIT,,Not Supported,,,,,,,,,,,,,,,,,,,,,
piladb,piladb,piladb is a lightweight RESTful database engine based on stack data structures.,Object-Oriented,HTTP / REST,,https://www.piladb.org/,https://github.com/fern4lvarez/piladb,https://docs.piladb.org/,Fernando Álvarez,ES,2015.0,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
pilosa,Pilosa,Pilosa is a distributed DBMS that only supports bitmap indexes.,Array / Matrix,"Custom API,HTTP / REST",,https://www.pilosa.com/,https://github.com/pilosa/pilosa,https://www.pilosa.com/docs/,Pilosa,US,2017.0,,"Commercial,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
pincaster,Pincaster,Pincaster is an in-memory DBMS designed for geographic and document data.,Document / XML,HTTP / REST,,https://github.com/jedisct1/Pincaster,https://github.com/jedisct1/Pincaster,,Frank Denis,FR,2010.0,,Open Source,C,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
pinot,Pinot,"Pinot is an open-source distributed relational OLAP database management system written by LinkedIn. It is designed to support large-scale real-time analytics on various data sets. For use cases that are sensitive to data freshness, Pinot is able to directly ingest streaming data from Kafka. For applications that can tolerate a data time lag of few hours to a day, Pinot is able to load batch data from Hadoop / HDFS. It's also possible for Pinot to dynamically merge data streams that come from both offline and online. Pinot divides tables into segments, which are immutable sets of tuples. Tuples inside each segment are organized in columnar manner. Segments are basic units in Pinot. In server nodes, data from Kafka and Hadoop / HDFS are processed and cached as segments. They store metadata, indexes, and necessary zone maps for their tuples. Storage optimizations are applied inside each segment; Indexes are built for each segment. Query plans and optimizations are also generated and performed on a per-segment basis. An internal building block of Pinot is Apache Helix. It's used to manage the cluster such as replicas and redundant nodes. Pinot also relies on two external components, Zookeeper and object stores, to provide persistent storage for global metadata and database.",Relational,SQL,,https://pinot.apache.org/,https://github.com/apache/pinot,https://docs.pinot.apache.org/,LinkedIn,US,2014.0,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
pinusdb,PinusDB,"PinusDB (""Pinecone Database"") is a time-series DBMS designed for IoT data sets.",Relational,SQL,,http://www.pinusdb.cn/,https://github.com/pinusdb/pinusdb,http://www.pinusdb.cn/doc/,ChangSha JuSong Soft Inc.,CN,2019.0,,Open Source,C++,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,
pipelinedb,PipelineDB,,Object-Relational,,,http://www.pipelinedb.com,https://github.com/pipelinedb/pipelinedb,,,US,,,"Commercial,Open Source",C,,,"BSD,GPL v3",,,,,,,,,,,,,,,,,,,,,,,
pocketsql,pocketSQL,,,,,http://www.sgpr.net/pocketsql/,,,Steve Grubb,US,2001.0,,Open Source,C,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
pogreb,Pogreb,Pogreb is an embedded key-value store written in Go and designed for read-heavy workloads.,Key/Value,Custom API,,https://github.com/akrylysov/pogreb,https://github.com/akrylysov/pogreb,https://artem.krylysov.com/blog/2018/03/24/pogreb-key-value-store/,Artem Krylysov,US,2018.0,,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
polypheny,Polypheny,"Polypheny is a multi-model DBMS built on top of,HSQLDB,. The DBMS supports the relational, document and Labeled-Property Graph data models. It also supports multiple query interfaces and languages, SQL and Cypher. The data maintained according to different data models can be combined (e.g., joined) within one query.","Relational,Document / XML,Graph","SQL,Cypher,HTTP / REST",,https://polypheny.com/,https://github.com/polypheny/Polypheny-DB,https://docs.polypheny.com/,"Polypheny GmbH, University of Basel",CH,2017.0,,"Academic,Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
postgresql,PostgreSQL,"PostgreSQL is an object-relational database based on Postgres, developed from University of California at Berkeley. It is ACID-compilant and supports materialized view, stored functions, triggers, and foreign keys. PostgreSQL is a free and open-source software under the PostgreSQL License, still often referred to as Postgres by many people. Postgres has been continuously maintained since 1996 by the PostgreSQL Global Development Group, which consists of many companies as well as many individual contributors.",Object-Relational,PL/SQL,,https://www.postgresql.org/,https://www.postgresql.org/ftp/source/,https://www.postgresql.org/docs/,University of California-Berkeley,US,1986.0,,"Academic,Open Source",C,,,PostgreSQL License,,,,,,,,,,,,,,,,,,,,,,,
pouchdb,PouchDB,"PouchDB is a free and open-source JavaScript DBMS inspired by Apache CouchDB (document-oriented NoSQL DBMS) that is designed to run inside a web browser. It was designed with the intention of serving web developers and to run smoothly within a browser. Applications utilize a system where, while offline, data is stored locally, then, when back online, the data is synchronized with Apache CouchDB and between clients. Thus, data is synchronized regardless of login context.",Document / XML,Custom API,,https://pouchdb.com/,https://github.com/pouchdb/pouchdb,https://pouchdb.com/guides/,,US,2010.0,,Open Source,JavaScript,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
pranadb,PranaDB,PranaDB is a distributed streaming DBMS that supports ingestion from Kafka topics.,Relational,SQL,,https://github.com/cashapp/pranadb,https://github.com/cashapp/pranadb,https://github.com/cashapp/pranadb/blob/main/docs/usermanual.md,Cash App,GB,2022.0,,Open Source,Go,,,,,,,,,,,,,,,,,,,,,,,,,,
predator,Predator,"Predactor was an academic object-relational DBMS developed at Cornell University during the 2000s. It used the,Shore,storage manger from the University of Wisconsin.",Object-Relational,,,http://www.cs.cornell.edu/info/projects/predator/predator.html,,http://www.cs.cornell.edu/info/projects/predator/designdoc.html,Cornell University,US,1996.0,,"Academic,Open Source",,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
prestodb,PrestoDB,"PrestoDB is an open source distributed SQL query engine for running interactive analytic queries against heterogeneous data sources. It was open sourced by Facebook in 2013. It does not manage the storage of data. Instead, Presto is a query engine which allows querying data where it lives, including Hive, Cassandra, Kafka, and relational databases. A single PrestoDB query is able to combine data from multiple sources. Presto was designed, built and optimized for interactive queries. In comparison, both Presto and Hive support SQL queries against HDFS, while Presto is targeted at interactive queries and Hive is suitable for batch processing. Presto supports ANSI-compatible SQL statements.","Column Family,Relational,Key/Value,Document / XML",SQL,,https://prestodb.io,https://github.com/prestodb/presto,https://prestodb.io/docs/current/,Facebook,US,2013.0,,Open Source,Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
profanedb,ProfaneDB,ProfaneDB is a object-oriented DBMS that natively stores Google Protocol Buffers data.,Object-Oriented,Custom API,,https://profanedb.gitlab.io/,https://gitlab.com/ProfaneDB/ProfaneDB,https://profanedb.gitlab.io/docs/,,CH,2017.0,,"Hobby,Open Source",C++,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,
prometheus,Prometheus,"Prometheus is an open-source time series database developed by SoundCloud, and serves as the storage layer for the Prometheus monitoring system. Inspired by the Gorilla system at Facebook, Prometheus is specially designed for monitoring and metric collection. Prometheus contains a user-defined multi-dimensional data model and a query language on multi-dimensional data called PromQL. Apart from local disk storage, Prometheus also has remote storage integrations via Protocol Buffer. Prometheus is written in Go and supports Go/Java/Ruby/Python clients. Prometheus also has unofficial client bindings for other,programming languages,.",Key/Value,"HTTP / REST,PromQL",,https://prometheus.io,https://github.com/prometheus/prometheus,https://prometheus.io/docs/,SoundCloud,DE,2012.0,,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
pumpkindb,PumpkinDB,"PumpkinDB is a low-level event sourcing database engine that is ACID-compliant. It is a database engine that could be used to build different types of event sourcing systems such as embedded and client-server ones. PumpkinDB is designed to be immutable, the reason behind this is that overwriting data could be unsafe, valuable history of data will be erased. As the cost of storage dropping, a more effective way of managing data is to enforcing immutability of key's value. And writing to the database is close to functional, such that writing side doesn't have to wait for shared resources, the read side will figure out the correct result. In order to have control over querying costs, it provides an embedded executable imperative language, PumpkinScript, which is a low-level untyped language inspired by,MUMPS,. PumpkinDB does not have custom protocols for communication, instead, it has a pipeline to a script executor. When the applications need to communicate with PumpkinDB, small PumpkinScript programs are sent through a network interface in order to do that.",Key/Value,,,http://pumpkindb.org/,https://github.com/PumpkinDB/PumpkinDB,http://pumpkindb.org/doc/,Yurii Rashkovskii,CA,2017.0,,Open Source,Rust,,,Mozilla Public License,,,,,,,,,,,,,,,,,,,,,,,
pupdb,PupDB,PupDB is a file-based key-value DBMS with a REST API written in Python.,Key/Value,HTTP / REST,,https://github.com/tuxmonk/pupdb,https://github.com/tuxmonk/pupdb,,tuxmonk,IN,2019.0,,Open Source,Python,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
qikkdb,qikkDB,qikkDB is a GPU-accelerated columnar relational DBMS.,Relational,SQL,,https://qikk.ly/,https://github.com/qikkDB/qikkdb,https://docs.qikk.ly/,Instarea s.r.o.,SK,2019.0,,"Commercial,Open Source",C++,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
ql,ql,ql is an embedded relational DBMS written in Go.,Relational,SQL,,https://gitlab.com/cznic/ql,https://gitlab.com/cznic/ql,https://pkg.go.dev/modernc.org/ql,Jan Mercl,PL,2013.0,,"Hobby,Open Source",Go,,,BSD,,,,,,,,,,,,,,,,,,,,,,,
qserv,Qserv,"Qserv is distributed database service developed for the,Large Synoptic Survey Telescope,project.",Relational,,,https://dev.lsstcorp.org/trac/wiki/db/Qserv,https://github.com/lsst/qserv,http://www.slac.stanford.edu/exp/lsst/qserv/,SLAC National Accelerator Laboratory,US,2011.0,,"Academic,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,
quadrable,Quadrable,Quadrable (quadb) is an embedded multi-versioned DBMS engine that uses Merkle trees.,Key/Value,,,https://github.com/hoytech/quadrable,https://github.com/hoytech/quadrable,,Doug Hoyte,CA,2020.0,,"Commercial,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,
questdb,QuestDB,"QuestDB is an open-source SQL database for time series data. It uses a column-oriented approach and supports heavy parallelized vectorized execution using SIMD instructions. QuestDB implements SQL and augments it for time-series with native extensions. It exposes a Postgres wire protocol, and supports ingestion with InfluxDB Line Protocol.",Relational,,,https://www.questdb.io/,https://github.com/questdb/questdb,https://questdb.io/docs/introduction/,QuestDB,GB,2014.0,,"Commercial,Open Source","C++,Java",,,,,,,,,,,,,,,,,,,,,,,,,,
quickstep,Quickstep,,Relational,,,https://quickstep.io,https://github.com/apache/incubator-retired-quickstep,,University of Wisconsin,US,2013.0,,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,
quinedb,QuineDB,"QuineDB is a,quine,that is also a key/value store DBMS. When one executes the system, it prints out its own source code.",Key/Value,,,https://github.com/gfredericks/quinedb,,,Gary Fredericks,US,2016.0,,Open Source,Bash,,,,,,,,,,,,,,,,,,,,,,,,,,
quokka,Quokka,Quokka is a distributed query execution engine written in Python.,Relational,,,https://marsupialtail.github.io/quokka/,https://github.com/marsupialtail/quokka,,Ziheng Wang,US,2021.0,,"Hobby,Open Source",Python,,,,,,,,,,,,,,,,,,,,,,,,,,
radondb,RadonDB,RadonDB is an open-source distribution layer for hosting MySQL in a cloud environment.,Relational,,,http://radondb.io/,https://github.com/radondb/radon,,Yunify Technologies Inc.,CN,2018.0,,"Commercial,Open Source",Go,,,,,,,,,,,,,,,,,,,,,,,,,MySQL,
ragedb,RageDB,"RageDB is an in-memory, distributed graph DBMS.",Graph,,,https://ragedb.com/,https://github.com/ragedb/ragedb,https://ragedb.com/documentation/lua/all.html,Max De Marzi,US,2021.0,,"Hobby,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,
raptordb,RaptorDB,RaptorDB is a document-oriented database for the .NET environment.,Document / XML,,,https://www.codeproject.com/Articles/375413/RaptorDB-the-Document-Store,http://raptordb.codeplex.com,,Mehdi Gholam,GB,2012.0,,Open Source,C#,,,,,,,,,,,,,,,,,,,,,,,,,,
ravendb,RavenDB,"RavenDB is a full-transactional NoSQL ACID-compliant database and is developed by Hibernating Rhinos. RavenDB is designed to operate and be deployed in a distributed cluster, combining both on-premise and cloud deployments. RavenDB also provides auto-indexing capabilities alongside full-text search features to speed up queries. RavenDB provides a range of clients outside of the box, storage-layer encryption, HTTP network support, and the Raven Query Language (with similarities to SQL) for database queries.","Key/Value,Document / XML",,,http://ravendb.net/,https://github.com/ravendb/ravendb,https://ravendb.net/docs/article-page/4.0/csharp,Hibernating Rhinos,IL,2009.0,,"Commercial,Open Source",C#,,,,,,,,,,,,,,,,,,,,,,,,,,
realm,Realm,"Realm is an open-source and object-oriented DBMS designed for the mobile devices. It supports multiple platforms such as Xamarine and Android. The system provides an object interface in programming languages including Objective-C, Swift, Java and C# for the OOP developers. Built from scratch in C++, the system supports features like crash safety, zero-copy (data is never copied from disk into memory), lazy-load, built-in encryption, multiprocess support and so on.",Object-Oriented,,,https://realm.io/products/realm-database,https://github.com/realm/realm-core,https://realm.io/docs,Realm,US,2011.0,,"Commercial,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,
redb,redb,redb is an embedded key-value DBMS written in Rust that uses MMAP.,Key/Value,,,https://www.redb.org/,https://github.com/cberner/redb,https://docs.rs/redb/,Christopher Berner,US,2018.0,,"Hobby,Open Source",Rust,,,,,,,,,,,,,,,,,,,,,,,,,,
